id,file_path,function_signature,body,parameters,examples
582,..\pandas\reference\api\pandas.DatetimeIndex.ceil.html,pandas.DatetimeIndex.ceil,"DatetimeIndex.ceil(*args, **kwargs)[source]# Perform ceil operation on the data to the specified freq. Notes If the timestamps have a timezone, ceiling will take place relative to the local (“wall”) time and re-localized to the same timezone. When ceiling near daylight savings time, use nonexistent and ambiguous to control the re-localization behavior.","Parameters: freqstr or OffsetThe frequency level to ceil the index to. Must be a fixed frequency like ‘S’ (second) not ‘ME’ (month end). See frequency aliases for a list of possible freq values. ambiguous‘infer’, bool-ndarray, ‘NaT’, default ‘raise’Only relevant for DatetimeIndex: ‘infer’ will attempt to infer fall dst-transition hours based on order bool-ndarray where True signifies a DST time, False designates a non-DST time (note that this flag is only applicable for ambiguous times) ‘NaT’ will return NaT where there are ambiguous times ‘raise’ will raise an AmbiguousTimeError if there are ambiguous times. nonexistent‘shift_forward’, ‘shift_backward’, ‘NaT’, timedelta, default ‘raise’A nonexistent time does not exist in a particular timezone where clocks moved forward due to DST. ‘shift_forward’ will shift the nonexistent time forward to the closest existing time ‘shift_backward’ will shift the nonexistent time backward to the closest existing time ‘NaT’ will return NaT where there are nonexistent times timedelta objects will shift nonexistent times by the timedelta ‘raise’ will raise an NonExistentTimeError if there are nonexistent times. Returns: DatetimeIndex, TimedeltaIndex, or SeriesIndex of the same type for a DatetimeIndex or TimedeltaIndex, or a Series with the same index for a Series. Raises: ValueError if the freq cannot be converted.","["">>> rng = pd.date_range('1/1/2018 11:59:00', periods=3, freq='min')\n>>> rng\nDatetimeIndex(['2018-01-01 11:59:00', '2018-01-01 12:00:00',\n               '2018-01-01 12:01:00'],\n              dtype='datetime64[ns]', freq='min')\n>>> rng.ceil('h')\nDatetimeIndex(['2018-01-01 12:00:00', '2018-01-01 12:00:00',\n               '2018-01-01 13:00:00'],\n              dtype='datetime64[ns]', freq=None)"", '>>> pd.Series(rng).dt.ceil(""h"")\n0   2018-01-01 12:00:00\n1   2018-01-01 12:00:00\n2   2018-01-01 13:00:00\ndtype: datetime64[ns]', '>>> rng_tz = pd.DatetimeIndex([""2021-10-31 01:30:00""], tz=""Europe/Amsterdam"")', '>>> rng_tz.ceil(""h"", ambiguous=False)\nDatetimeIndex([\'2021-10-31 02:00:00+01:00\'],\n              dtype=\'datetime64[ns, Europe/Amsterdam]\', freq=None)', '>>> rng_tz.ceil(""h"", ambiguous=True)\nDatetimeIndex([\'2021-10-31 02:00:00+02:00\'],\n              dtype=\'datetime64[ns, Europe/Amsterdam]\', freq=None)']"
583,..\pandas\reference\api\pandas.api.types.is_scalar.html,pandas.api.types.is_scalar,pandas.api.types.is_scalar(val)# Return True if given object is scalar.,Parameters: valobjectThis includes: numpy array scalar (e.g. np.int64) Python builtin numerics Python builtin byte arrays and strings None datetime.datetime datetime.timedelta Period decimal.Decimal Interval DateOffset Fraction Number. Returns: boolReturn True if given object is scalar.,"['>>> import datetime\n>>> dt = datetime.datetime(2018, 10, 3)\n>>> pd.api.types.is_scalar(dt)\nTrue', '>>> pd.api.types.is_scalar([2, 3])\nFalse', '>>> pd.api.types.is_scalar({0: 1, 2: 3})\nFalse', '>>> pd.api.types.is_scalar((0, 2))\nFalse', '>>> from fractions import Fraction\n>>> pd.api.types.is_scalar(Fraction(3, 5))\nTrue']"
584,..\pandas\reference\api\pandas.Series.dt.weekday.html,pandas.Series.dt.weekday,"Series.dt.weekday[source]# The day of the week with Monday=0, Sunday=6. Return the day of the week. It is assumed the week starts on Monday, which is denoted by 0 and ends on Sunday which is denoted by 6. This method is available on both Series with datetime values (using the dt accessor) or DatetimeIndex.",Returns: Series or IndexContaining integers indicating the day number.,"["">>> s = pd.date_range('2016-12-31', '2017-01-08', freq='D').to_series()\n>>> s.dt.dayofweek\n2016-12-31    5\n2017-01-01    6\n2017-01-02    0\n2017-01-03    1\n2017-01-04    2\n2017-01-05    3\n2017-01-06    4\n2017-01-07    5\n2017-01-08    6\nFreq: D, dtype: int32""]"
585,..\pandas\reference\api\pandas.tseries.offsets.MonthEnd.kwds.html,pandas.tseries.offsets.MonthEnd.kwds,MonthEnd.kwds# Return a dict of extra parameters for the offset.,No parameters found,"['>>> pd.DateOffset(5).kwds\n{}', "">>> pd.offsets.FY5253Quarter().kwds\n{'weekday': 0,\n 'startingMonth': 1,\n 'qtr_with_extra_week': 1,\n 'variation': 'nearest'}""]"
586,..\pandas\reference\api\pandas.core.window.expanding.Expanding.sem.html,pandas.core.window.expanding.Expanding.sem,"Expanding.sem(ddof=1, numeric_only=False)[source]# Calculate the expanding standard error of mean. Notes A minimum of one period is required for the calculation.","Parameters: ddofint, default 1Delta Degrees of Freedom.  The divisor used in calculations is N - ddof, where N represents the number of elements. numeric_onlybool, default FalseInclude only float, int, boolean columns. Added in version 1.5.0. Returns: Series or DataFrameReturn type is the same as the original object with np.float64 dtype.","['>>> s = pd.Series([0, 1, 2, 3])', '>>> s.expanding().sem()\n0         NaN\n1    0.707107\n2    0.707107\n3    0.745356\ndtype: float64']"
587,..\pandas\reference\api\pandas.io.formats.style.Styler.set_td_classes.html,pandas.io.formats.style.Styler.set_td_classes,Styler.set_td_classes(classes)[source]# Set the class attribute of <td> HTML elements. Notes Can be used in combination with Styler.set_table_styles to define an internal CSS solution without reference to external CSS files.,"Parameters: classesDataFrameDataFrame containing strings that will be translated to CSS classes, mapped by identical column and index key values that must exist on the underlying Styler data. None, NaN values, and empty strings will be ignored and not affect the rendered HTML. Returns: Styler","['>>> df = pd.DataFrame(data=[[1, 2, 3], [4, 5, 6]], columns=[""A"", ""B"", ""C""])\n>>> classes = pd.DataFrame([\n...     [""min-val red"", """", ""blue""],\n...     [""red"", None, ""blue max-val""]\n... ], index=df.index, columns=df.columns)\n>>> df.style.set_td_classes(classes)', '>>> df = pd.DataFrame([[1,2],[3,4]], index=[""a"", ""b""],\n...     columns=[[""level0"", ""level0""], [""level1a"", ""level1b""]])\n>>> classes = pd.DataFrame([""min-val""], index=[""a""],\n...     columns=[[""level0""],[""level1a""]])\n>>> df.style.set_td_classes(classes)', '>>> from pandas.io.formats.style import Styler\n>>> df = pd.DataFrame([[1]])\n>>> css = pd.DataFrame([[""other-class""]])\n>>> s = Styler(df, uuid=""_"", cell_ids=False).set_td_classes(css)\n>>> s.hide(axis=0).to_html()  \n\'<style type=""text/css""></style>\'\n\'<table id=""T__"">\'\n\'  <thead>\'\n\'    <tr><th class=""col_heading level0 col0"" >0</th></tr>\'\n\'  </thead>\'\n\'  <tbody>\'\n\'    <tr><td class=""data row0 col0 other-class"" >1</td></tr>\'\n\'  </tbody>\'\n\'</table>\'']"
588,..\pandas\reference\api\pandas.tseries.offsets.CustomBusinessHour.is_quarter_end.html,pandas.tseries.offsets.CustomBusinessHour.is_quarter_end,CustomBusinessHour.is_quarter_end(ts)# Return boolean whether a timestamp occurs on the quarter end.,No parameters found,"['>>> ts = pd.Timestamp(2022, 1, 1)\n>>> freq = pd.offsets.Hour(5)\n>>> freq.is_quarter_end(ts)\nFalse']"
589,..\pandas\reference\api\pandas.TimedeltaIndex.microseconds.html,pandas.TimedeltaIndex.microseconds,property TimedeltaIndex.microseconds[source]# Number of microseconds (>= 0 and less than 1 second) for each element.,No parameters found,"["">>> ser = pd.Series(pd.to_timedelta([1, 2, 3], unit='us'))\n>>> ser\n0   0 days 00:00:00.000001\n1   0 days 00:00:00.000002\n2   0 days 00:00:00.000003\ndtype: timedelta64[ns]\n>>> ser.dt.microseconds\n0    1\n1    2\n2    3\ndtype: int32"", "">>> tdelta_idx = pd.to_timedelta([1, 2, 3], unit='us')\n>>> tdelta_idx\nTimedeltaIndex(['0 days 00:00:00.000001', '0 days 00:00:00.000002',\n                '0 days 00:00:00.000003'],\n               dtype='timedelta64[ns]', freq=None)\n>>> tdelta_idx.microseconds\nIndex([1, 2, 3], dtype='int32')""]"
590,..\pandas\reference\api\pandas.api.types.is_signed_integer_dtype.html,pandas.api.types.is_signed_integer_dtype,"pandas.api.types.is_signed_integer_dtype(arr_or_dtype)[source]# Check whether the provided array or dtype is of a signed integer dtype. Unlike in is_any_int_dtype, timedelta64 instances will return False. The nullable Integer dtypes (e.g. pandas.Int64Dtype) are also considered as integer by this function.",Parameters: arr_or_dtypearray-like or dtypeThe array or dtype to check. Returns: booleanWhether or not the array or dtype is of a signed integer dtype and not an instance of timedelta64.,"["">>> from pandas.core.dtypes.common import is_signed_integer_dtype\n>>> is_signed_integer_dtype(str)\nFalse\n>>> is_signed_integer_dtype(int)\nTrue\n>>> is_signed_integer_dtype(float)\nFalse\n>>> is_signed_integer_dtype(np.uint64)  # unsigned\nFalse\n>>> is_signed_integer_dtype('int8')\nTrue\n>>> is_signed_integer_dtype('Int8')\nTrue\n>>> is_signed_integer_dtype(pd.Int8Dtype)\nTrue\n>>> is_signed_integer_dtype(np.datetime64)\nFalse\n>>> is_signed_integer_dtype(np.timedelta64)\nFalse\n>>> is_signed_integer_dtype(np.array(['a', 'b']))\nFalse\n>>> is_signed_integer_dtype(pd.Series([1, 2]))\nTrue\n>>> is_signed_integer_dtype(np.array([], dtype=np.timedelta64))\nFalse\n>>> is_signed_integer_dtype(pd.Index([1, 2.]))  # float\nFalse\n>>> is_signed_integer_dtype(np.array([1, 2], dtype=np.uint32))  # unsigned\nFalse""]"
591,..\pandas\reference\api\pandas.DatetimeIndex.date.html,pandas.DatetimeIndex.date,"property DatetimeIndex.date[source]# Returns numpy array of python datetime.date objects. Namely, the date part of Timestamps without time and timezone information.",No parameters found,"['>>> s = pd.Series([""1/1/2020 10:00:00+00:00"", ""2/1/2020 11:00:00+00:00""])\n>>> s = pd.to_datetime(s)\n>>> s\n0   2020-01-01 10:00:00+00:00\n1   2020-02-01 11:00:00+00:00\ndtype: datetime64[ns, UTC]\n>>> s.dt.date\n0    2020-01-01\n1    2020-02-01\ndtype: object', '>>> idx = pd.DatetimeIndex([""1/1/2020 10:00:00+00:00"",\n...                         ""2/1/2020 11:00:00+00:00""])\n>>> idx.date\narray([datetime.date(2020, 1, 1), datetime.date(2020, 2, 1)], dtype=object)']"
592,..\pandas\reference\api\pandas.Series.dt.year.html,pandas.Series.dt.year,Series.dt.year[source]# The year of the datetime.,No parameters found,"['>>> datetime_series = pd.Series(\n...     pd.date_range(""2000-01-01"", periods=3, freq=""YE"")\n... )\n>>> datetime_series\n0   2000-12-31\n1   2001-12-31\n2   2002-12-31\ndtype: datetime64[ns]\n>>> datetime_series.dt.year\n0    2000\n1    2001\n2    2002\ndtype: int32']"
593,..\pandas\reference\api\pandas.tseries.offsets.MonthEnd.n.html,pandas.tseries.offsets.MonthEnd.n,MonthEnd.n#,No parameters found,[]
594,..\pandas\reference\api\pandas.core.window.expanding.Expanding.skew.html,pandas.core.window.expanding.Expanding.skew,Expanding.skew(numeric_only=False)[source]# Calculate the expanding unbiased skewness. Notes A minimum of three periods is required for the rolling calculation.,"Parameters: numeric_onlybool, default FalseInclude only float, int, boolean columns. Added in version 1.5.0. Returns: Series or DataFrameReturn type is the same as the original object with np.float64 dtype.","["">>> ser = pd.Series([-1, 0, 2, -1, 2], index=['a', 'b', 'c', 'd', 'e'])\n>>> ser.expanding().skew()\na         NaN\nb         NaN\nc    0.935220\nd    1.414214\ne    0.315356\ndtype: float64""]"
595,..\pandas\reference\api\pandas.io.formats.style.Styler.set_tooltips.html,pandas.io.formats.style.Styler.set_tooltips,"Styler.set_tooltips(ttips, props=None, css_class=None)[source]# Set the DataFrame of strings on Styler generating :hover tooltips. These string based tooltips are only applicable to <td> HTML elements, and cannot be used for column or index headers. Added in version 1.3.0. Notes Tooltips are created by adding <span class=”pd-t”></span> to each data cell and then manipulating the table level CSS to attach pseudo hover and pseudo after selectors to produce the required the results. The default properties for the tooltip CSS class are: visibility: hidden position: absolute z-index: 1 background-color: black color: white transform: translate(-20px, -20px) The property ‘visibility: hidden;’ is a key prerequisite to the hover functionality, and should always be included in any manual properties specification, using the props argument. Tooltips are not designed to be efficient, and can add large amounts of additional HTML for larger tables, since they also require that cell_ids is forced to True.","Parameters: ttipsDataFrameDataFrame containing strings that will be translated to tooltips, mapped by identical column and index values that must exist on the underlying Styler data. None, NaN values, and empty strings will be ignored and not affect the rendered HTML. propslist-like or str, optionalList of (attr, value) tuples or a valid CSS string. If None adopts the internal default values described in notes. css_classstr, optionalName of the tooltip class used in CSS, should conform to HTML standards. Only useful if integrating tooltips with external CSS. If None uses the internal default value ‘pd-t’. Returns: Styler","['>>> df = pd.DataFrame(data=[[0, 1], [2, 3]])\n>>> ttips = pd.DataFrame(\n...    data=[[""Min"", """"], [np.nan, ""Max""]], columns=df.columns, index=df.index\n... )\n>>> s = df.style.set_tooltips(ttips).to_html()', "">>> df.style.set_tooltips(ttips, css_class='tt-add', props=[\n...     ('visibility', 'hidden'),\n...     ('position', 'absolute'),\n...     ('z-index', 1)])  \n>>> df.style.set_tooltips(ttips, css_class='tt-add',\n...     props='visibility:hidden; position:absolute; z-index:1;')\n...""]"
596,..\pandas\reference\api\pandas.DatetimeIndex.day.html,pandas.DatetimeIndex.day,property DatetimeIndex.day[source]# The day of the datetime.,No parameters found,"['>>> datetime_series = pd.Series(\n...     pd.date_range(""2000-01-01"", periods=3, freq=""D"")\n... )\n>>> datetime_series\n0   2000-01-01\n1   2000-01-02\n2   2000-01-03\ndtype: datetime64[ns]\n>>> datetime_series.dt.day\n0    1\n1    2\n2    3\ndtype: int32']"
597,..\pandas\reference\api\pandas.Series.dtype.html,pandas.Series.dtype,property Series.dtype[source]# Return the dtype object of the underlying data.,No parameters found,"["">>> s = pd.Series([1, 2, 3])\n>>> s.dtype\ndtype('int64')""]"
598,..\pandas\reference\api\pandas.api.types.is_sparse.html,pandas.api.types.is_sparse,"pandas.api.types.is_sparse(arr)[source]# Check whether an array-like is a 1-D pandas sparse array. Deprecated since version 2.1.0: Use isinstance(dtype, pd.SparseDtype) instead. Check that the one-dimensional array-like is a pandas sparse array. Returns True if it is a pandas sparse array, not another type of sparse array.",Parameters: arrarray-likeArray-like to check. Returns: boolWhether or not the array-like is a pandas sparse array.,"['>>> from pandas.api.types import is_sparse\n>>> is_sparse(pd.arrays.SparseArray([0, 0, 1, 0]))\nTrue\n>>> is_sparse(pd.Series(pd.arrays.SparseArray([0, 0, 1, 0])))\nTrue', '>>> is_sparse(np.array([0, 0, 1, 0]))\nFalse\n>>> is_sparse(pd.Series([0, 1, 0, 0]))\nFalse', '>>> from scipy.sparse import bsr_matrix\n>>> is_sparse(bsr_matrix([0, 1, 0, 0]))\nFalse']"
